id,name,grade
216,Navid,11.38
217,Yalda,14.71
218,Shirin,6.32
219,Farzaneh,1.37
220,Younes,18.16
221,Jack,16.35
222,Babak,12.76
223,Pegah,15.57
224,Roya,18.06
225,Charlie,14.66
226,Parvin,3.68
227,Negin,16.55
228,Fatemeh,6.52
229,Dorsa,0.11
230,Farzaneh,1.32
231,Shadi,0.56
232,Maryam,12.82
233,Vanda,10.76
234,Elaheh,9.6
235,Atiyeh,8.4
236,Katayoun,3.41
237,Arash,3.28
238,Negar,5.25
239,Elham,18.19
240,Kamran,15.03
241,Arman,3.04
242,Reza,17.16
243,Leila,9.13
244,Frank,6.4
245,Reza,2.46
246,Fariba,15.22
247,Mahdi,19.57
248,Yalda,10.03
249,Leila,12.08
250,Sepideh,2.67
251,Shervin,2.11
252,Anahita,4.41
253,Behnam,8.86
254,Masoud,8.77
255,Mona,15.53
256,Farhad,10.3
257,Morteza,1.04
258,Mina,1.21
259,Mehdi,13.83
260,Azar,16.72
261,Bob,7.49
262,Eva,0.42
263,Morteza,12.23
264,Fariba,3.17
265,Siavash,6.57
266,Babak,0.59
267,Fariba,14.04
268,Shadi,1.56
269,Homa,18.76
270,Homa,6.55
271,Niloufar,16.67
272,Shahram,2.1
273,Mandana,10.49
274,Pouneh,12.19
275,Leila,10.35
276,Masoud,1.94
277,Simin,8.72
278,Fatemeh,7.02
279,Narges,17.44
280,Younes,5.05
281,Pegah,12.84
282,Milad,4.01
283,Masoud,6.76
284,Kamran,2.33
285,Mohsen,8.53
286,Ali,4.77
287,Bahareh,11.3
288,Dorsa,16.23
289,Shayan,5.06
290,Bob,8.07
291,Mandana,13.43
292,Mehdi,1.95
293,Alice,15.25
294,Negar,18.37
295,Golnaz,6.61
296,Mehdi,11.12
297,Eva,2.61
298,Eva,14.06
299,Milad,4.43
300,Dariush,3.15
301,Vahid,8.38
302,Ziba,11.26
303,Younes,2.16
304,Steve,18.36
305,Ghazal,13.56
306,Tina,13.03
307,Samira,18.45
308,Nina,2.28
309,Azadeh,18.05
310,Goli,0.42
311,Parsa,13.26
312,Dariush,2.77
313,Younes,1.86
314,Golnaz,12.94
315,David,5.64
316,Shahrzad,5.13
317,Mehdi,11.17
318,Shahab,5.21
319,Farshid,7.68
320,Hassan,5.98
321,Narges,13.83
322,Fereshteh,8.64
323,Shahrzad,14.06
324,Simin,8.7
325,Sepideh,5.62
326,Yasaman,7.89
327,Navid,3.14
328,Shahram,10.67
329,Ivy,1.16
330,Kaveh,16.43
331,Fariba,13.71
332,Mojtaba,3.01
333,Mahdi,7.79
334,Atiyeh,12.92
335,Mohammad,4.05
336,Kiana,5.25
337,Shahrzad,16.11
338,Kiana,4.5
339,Yalda,17.24
340,Niloufar,19.47
341,Arash,14.61
342,Elaheh,17.59
343,Eva,13.73
344,Alireza,8.42
345,Javad,9.46
346,Rose,0.99
347,Ladan,14.7
348,Elaheh,5.02
349,Atiyeh,0.72
350,Masoud,11.43
351,Narges,11.67
352,Frank,13.01
353,Sepideh,2.33
354,Mandana,5.33
355,Helen,2.76
356,Bob,14.69
357,Mohammad,4.96
358,Shahrzad,7.98
359,Shirin,9.15
360,Elham,3.98
361,Hossein,10.97
362,Setareh,17.94
363,Arman,4.98
364,Pegah,16.65
365,Negin,18.1
366,Ziba,12.9
367,Grace,3.48
368,Mohsen,17.03
369,Atiyeh,7.5
370,Simin,14.84
371,Shahrzad,13.52
372,Nader,6.42
373,Mohammad,11.32
374,Pouya,11.04
375,Bahram,6.97
376,Fatemeh,13.72
377,Mehrdad,15.79
378,Fatemeh,8.6
379,Pouneh,18.96
380,Behnam,0.68
381,Shahrzad,12.45
382,Rose,13.27
383,Goli,16.91
384,Hassan,18.26
385,Elaheh,0.46
386,Yalda,9.75
387,Ali,4.95
388,Mojtaba,1.98
389,Alireza,14.67
390,Steve,12.64
391,Shervin,19.74
392,Ehsan,2.61
393,Negin,16.28
394,Azar,5.18
395,Shirin,6.22
396,Kamran,17.35
397,Kiana,16.3
398,Alice,0.8
399,Mehdi,6.98
400,Keyvan,16.2
401,Ali,2.86
402,Shayan,3.72
403,Katayoun,19.24
404,Samira,6.58
405,Fereshte,0.0
406,Kate,7.7
407,Vahid,18.77
408,Mohammad,16.83
409,Azadeh,8.22
410,Homa,19.29
411,Setareh,1.2
412,Kate,12.43
413,Paul,0.49
414,Azar,11.36
415,Elham,19.77
416,Masoud,4.31
417,Liam,14.43
418,Younes,13.05
419,Mohammad,1.54
420,Steve,15.33
421,Amir,14.27
422,Zahra,18.42
423,Atiyeh,8.48
424,Liam,3.22
425,Negar,18.71
426,David,5.7
427,Niloufar,2.1
428,Navid,3.66
429,Fatemeh,6.34
430,Mona,2.29
431,Tina,18.77
432,Tina,18.82
433,Samira,4.04
434,Shervin,5.75
435,Charlie,6.23
436,Sepideh,5.35
437,Yalda,14.67
438,Azadeh,12.91
439,Amir,18.96
440,Fereshteh,13.22
441,Shahrzad,7.19
442,Kiana,15.74
443,Pegah,8.38
444,Dorsa,9.24
445,Helen,14.89
446,Shayan,9.62
447,Nina,11.31
448,Siavash,15.64
449,Sara,9.7
450,Oscar,18.84
451,Azadeh,12.18
452,Setareh,6.42
453,Liam,0.72
454,Amir,1.43
455,Reza,16.61
456,Hassan,17.03
457,Goli,16.17
458,Atiyeh,3.45
459,Parvin,15.44
460,Steve,9.51
461,Sepideh,0.35
462,Sahar,1.71
463,Behzad,8.24
464,Fariba,15.01
465,Soraya,10.11
466,Shayan,18.54
467,Amir,19.75
468,Farshid,4.34
469,Sohrab,17.06
470,Vahid,7.42
471,Negar,18.07
472,Pouya,3.66
473,Samira,5.33
474,Kiana,2.72
475,Farzaneh,6.06
476,Vanda,4.81
477,Sohrab,2.68
478,Azadeh,0.13
479,Leila,10.22
480,Ladan,17.08
481,David,1.61
482,Sohrab,18.7
483,Ghazal,6.89
484,Azar,3.51
485,Behzad,16.68
486,Ghazal,10.03
487,Azadeh,0.79
488,Sara,15.52
489,Simin,1.11
490,Nasrin,4.81
491,Elnaz,19.45
492,Farzaneh,19.8
493,Shahram,7.26
494,Hassan,8.74
495,Bob,11.89
496,Maryam,9.62
497,Fereshte,10.78
498,Bahareh,9.49
499,Nader,11.11
500,Javad,17.61
501,Sepideh,7.74
502,Yasaman,2.37
503,Javad,7.99
504,Hamid,0.22
505,Mohsen,17.78
506,Fereshte,13.84
507,Shiva,16.23
508,Soraya,19.25
509,Dorsa,9.1
510,Hamid,0.59
511,Atiyeh,4.16
512,Ziba,8.88
513,Sara,13.58
514,Keyvan,2.54
515,Hossein,14.97
516,Elnaz,16.76
517,Elaheh,2.35
518,Ivy,4.55
519,Oscar,11.92
520,Zahra,16.51
521,Tina,10.71
522,Elham,15.75
523,Leila,6.15
524,Homa,9.59
525,Helen,11.48
526,Mehdi,4.57
527,Negar,15.34
528,Alireza,5.89
529,Goli,9.49
530,Liam,3.91
531,Alireza,15.47
532,Paul,13.97
533,Shirin,8.35
534,Behnam,14.54
535,Alice,15.22
536,Farhad,2.72
537,Sara,13.05
538,Farshid,11.17
539,Grace,3.33
540,Narges,15.57
541,Vanda,17.46
542,Paul,3.91
543,Mahdi,19.72
544,Sohrab,18.32
545,Ivy,15.85
546,Anahita,2.34
547,Negin,6.16
548,Hassan,10.42
549,Milad,15.96
550,Alireza,9.31
551,Sohrab,10.34
552,Fariba,11.66
553,Helen,3.83
554,Arman,11.89
555,Simin,0.09
556,Yalda,4.34
557,Yasaman,16.95
558,Ramin,0.1
559,Farzaneh,8.0
560,Shervin,15.43
561,Mojtaba,1.44
562,Ziba,1.98
563,Reza,10.87
564,Amir,19.11
565,Sahar,18.35
566,Yalda,0.16
567,Shabnam,15.7
568,Jack,9.11
569,Ehsan,14.78
570,Reza,4.35
571,Steve,12.71
572,Fereshteh,18.56
573,Liam,1.66
574,Nader,1.06
575,Bob,0.79
576,Jack,17.48
577,Shervin,14.0
578,Niloufar,15.98
579,Arman,16.99
580,Hossein,14.19
581,Pouya,6.28
582,Simin,18.15
583,Afshin,19.34
584,Ziba,5.14
585,Keyvan,13.08
586,Bahram,12.12
587,Frank,5.34
588,Shahram,15.61
589,Grace,7.81
590,Taraneh,10.77
591,Sara,3.39
592,Mandana,16.81
593,Shervin,2.44
594,Farzaneh,1.33
595,Paul,1.43
596,Farshid,0.67
597,Taraneh,7.86
598,Mina,1.02
599,Ehsan,16.37
600,Azar,19.88
601,Behzad,15.97
602,Mahdi,6.93
603,Golnaz,4.55
604,Anahita,6.8
605,Mohammad,18.37
606,Negin,9.64
607,Shiva,14.43
608,Golnaz,12.49
609,Nina,1.48
610,Reza,15.01
611,Homa,7.04
612,Pouneh,13.11
613,Atiyeh,10.18
614,Sohrab,11.03
615,Leila,9.02
616,Fatemeh,12.69
617,Ladan,2.97
618,Sara,16.86
619,Vanda,0.79
620,Mandana,19.02
621,Shervin,16.82
622,Golnaz,7.76
623,Siavash,11.98
624,Mina,6.8
625,Azar,11.03
626,Parsa,2.31
627,Frank,16.18
628,Tina,16.56
629,Dorsa,12.02
630,Samira,8.16
631,Hossein,8.75
632,Eva,17.57
633,Mandana,17.5
634,Shahab,9.25
635,Eva,5.29
636,Narges,0.69
637,Sepideh,16.84
638,Rasoul,9.23
639,Shahrzad,14.95
640,Vanda,18.38
641,Afshin,4.58
642,Sahar,16.29
643,Niloufar,11.65
644,Dorsa,9.5
645,Farshid,0.92
646,Morteza,14.87
647,Javad,10.43
648,Shahram,1.13
649,Masoud,18.64
650,Frank,1.19
651,Babak,15.0
652,Arash,19.96
653,Negar,13.43
654,Kate,2.04
655,Negin,6.6
656,Shiva,7.14
657,Yasaman,3.35
658,Pegah,0.24
659,Oscar,13.4
660,Babak,6.7
661,Quinn,9.3
662,Dorsa,8.22
663,Rose,3.7
664,Shayan,4.17
665,Zahra,8.97
666,Ehsan,13.77
667,Negar,14.88
668,Hossein,8.04
669,Shadi,0.08
670,Neda,0.09
671,Alireza,6.3
672,Hamid,16.06
673,Tina,3.19
674,Shahab,15.83
675,Navid,19.41
676,Yasaman,15.14
677,Navid,14.1
678,Farhad,10.74
679,Dorsa,6.91
680,Leila,9.33
681,Grace,18.47
682,Eva,1.64
683,Grace,8.17
684,Farhad,8.8
685,Shahrzad,11.15
686,Soraya,7.49
687,Sina,17.61
688,Hassan,3.08
689,Zahra,10.28
690,Elaheh,4.93
691,Pouya,11.53
692,Eva,17.03
693,Frank,4.63
694,Tina,17.8
695,Roya,9.87
696,Ghazal,7.54
697,Siavash,13.52
698,Kamran,1.46
699,Charlie,6.08
700,Alireza,4.09
701,Katayoun,11.7
702,Narges,8.81
703,Leila,19.21
704,Mohammad,16.88
705,Amir,6.19
706,Mandana,13.37
707,Fatemeh,16.21
708,Reza,16.74
709,Fatemeh,3.19
710,Leila,2.76
711,Sina,12.37
712,Kiana,13.36
713,Helen,16.94
714,Mina,7.93
715,Amir,17.04
716,Mehdi,13.8
717,Siavash,12.16
718,Afshin,7.78
719,Milad,19.86
720,Vanda,19.21
721,Nader,6.53
722,Hossein,8.16
723,Leila,6.24
724,Kaveh,5.22
725,Nasim,7.06
726,Kate,14.87
727,Soraya,15.92
728,Nader,2.39
729,Bahram,9.53
730,Ladan,2.26
731,Reza,0.62
732,Parsa,5.88
733,Pegah,16.26
734,Farhad,12.83
735,Ziba,19.48
736,Mandana,12.68
737,Frank,17.17
738,Ghazal,16.93
739,Atiyeh,5.45
740,Bob,17.66
741,Frank,0.98
742,Shayan,0.25
743,Mohammad,18.64
744,Shahab,15.01
745,Nasim,11.51
746,Azadeh,19.58
747,Sina,0.06
748,Narges,17.02
749,Samira,4.6
750,Anahita,10.29
751,Maryam,9.48
752,Morteza,2.51
753,Liam,16.68
754,Grace,8.59
755,Alice,12.83
756,Maryam,9.29
757,Mona,18.85
758,Negin,11.89
759,David,10.95
760,Zahra,4.29
761,Behnam,19.57
762,Fariba,15.83
763,Behnam,8.46
764,Negar,3.91
765,Paul,8.3
766,Shahram,5.63
767,Elaheh,19.66
768,Shabnam,19.84
769,Pouya,14.97
770,Dariush,0.9
771,Shadi,12.88
772,Behzad,16.97
773,Javad,4.29
774,Leila,14.33
775,Dariush,1.32
776,Sohrab,0.39
777,Dorsa,19.92
778,Samira,3.2
779,Grace,11.8
780,Mehdi,13.89
781,Bahram,5.17
782,Hamid,7.47
783,Navid,3.09
784,Farzaneh,8.06
785,Milad,7.62
786,Grace,4.56
787,Shayan,16.5
788,Niloufar,11.81
789,Mehdi,16.38
790,Vanda,6.66
791,Behzad,9.75
792,Keyvan,17.46
793,Tina,6.62
794,Nasim,14.4
795,Yasaman,3.26
796,Mina,16.01
797,Shiva,9.94
798,Samira,16.72
799,Sina,15.31
800,Kaveh,13.95
801,Fereshte,6.75
802,Mina,3.79
803,Hamid,19.83
804,Mojtaba,4.33
805,Arash,14.43
806,Yasaman,7.82
807,Farhad,9.4
808,Mona,8.79
809,Shayan,0.58
810,Shadi,18.36
811,Alice,7.25
812,Siavash,0.89
813,Ali,5.24
814,Frank,1.51
815,Farshid,14.66
816,Farshid,12.18
817,Frank,18.87
818,Golnaz,13.5
819,Mina,8.61
820,Kamran,15.78
821,Hassan,6.89
822,Leila,6.81
823,Roya,9.79
824,Maryam,7.11
825,Hassan,3.76
826,Parvin,16.41
827,Maryam,5.2
828,Jack,18.67
829,Niloufar,0.81
830,Shahrzad,1.92
831,Narges,13.9
832,Nina,7.74
833,Negin,12.45
834,Zahra,9.19
835,Dorsa,10.35
836,Taraneh,12.37
837,Niloufar,8.41
838,Homa,2.15
839,Bahram,5.76
840,Mohsen,13.4
841,Anahita,18.34
842,Mehdi,12.81
843,Mona,18.93
844,Homa,8.83
845,Mina,19.59
846,Elaheh,14.17
847,Behzad,18.97
848,Mehdi,18.19
849,Elaheh,13.15
850,Steve,13.93
851,Yalda,7.87
852,Arman,6.13
853,Ehsan,9.65
854,Yasaman,8.19
855,Farshid,18.85
856,Mohsen,11.83
857,Jack,18.93
858,Homa,18.71
859,Mohammad,7.58
860,Shiva,18.6
861,Hamid,3.52
862,Ali,12.5
863,Goli,4.14
864,Liam,8.14
865,Samira,4.38
866,Pouya,4.5
867,Vahid,0.36
868,Mehdi,11.14
869,Sohrab,7.79
870,Nina,11.07
871,Milad,14.93
872,Masoud,3.43
873,Sepideh,0.74
874,Morteza,17.33
875,Keyvan,7.26
876,Babak,16.95
877,Mojtaba,19.93
878,Rasoul,0.3
879,Shiva,7.05
880,Babak,14.79
881,Sahar,10.95
882,Ali,6.25
883,Negar,10.91
884,Shiva,9.04
885,Shahram,9.05
886,Paul,13.57
887,Paul,7.56
888,Milad,6.2
889,Keyvan,10.23
890,Ladan,11.05
891,Mandana,4.68
892,Steve,15.84
893,Mehdi,3.75
894,Sepideh,16.25
895,Afshin,4.32
896,Mohsen,14.08
897,Shadi,12.24
898,Zahra,6.54
899,Masoud,0.3
900,Grace,4.03
901,Shiva,15.43
902,Azadeh,17.75
903,Parvin,5.49
904,Hassan,5.47
905,Eva,8.59
906,Reza,16.14
907,Oscar,10.28
908,Zahra,10.91
909,Yalda,7.03
910,Taraneh,8.52
911,Paul,10.23
912,Taraneh,17.15
913,Rose,18.4
914,Sohrab,3.56
915,Eva,3.94
916,Hamid,17.94
917,Javad,6.35
918,Rose,3.08
919,Vahid,6.57
920,Shayan,8.5
921,Dariush,19.71
922,Pegah,11.8
923,Niloufar,10.37
924,Kiana,18.19
925,Atiyeh,12.5
926,Taraneh,15.36
927,Leila,1.77
928,Sahar,11.51
929,Behnam,3.92
930,Soraya,13.5
931,Simin,19.24
932,Nina,14.62
933,Mehrdad,8.22
934,Younes,17.6
935,Amir,16.56
936,Babak,2.07
937,Rose,2.15
938,Goli,12.35
939,Taraneh,5.62
940,Golnaz,3.12
941,Nasrin,16.79
942,Charlie,14.24
943,Azar,5.23
944,Setareh,3.97
945,Setareh,1.88
946,Siavash,1.7
947,Fereshteh,7.45
948,Hamid,13.42
949,Arman,19.01
950,Azadeh,2.49
951,Sara,4.26
952,Taraneh,5.09
953,Mojtaba,4.09
954,Homa,12.54
955,Soraya,0.64
956,Keyvan,14.86
957,Shervin,5.36
958,Kate,18.57
959,Shahram,9.84
960,Paul,9.95
961,Narges,17.83
962,Mahdi,7.59
963,Hamid,8.77
964,Arman,15.39
965,Babak,16.19
966,Masoud,18.82
967,Farzaneh,4.82
968,Reza,13.87
969,Charlie,14.36
970,Alice,8.97
971,Shadi,15.03
972,Ghazal,7.43
973,Sohrab,3.23
974,Elnaz,15.61
975,Ramin,18.01
976,Yalda,17.85
977,Shahab,2.23
978,Farzaneh,5.53
979,Kate,2.6
980,Negin,14.12
981,Yalda,18.6
982,Ziba,16.67
983,Fereshte,2.03
984,Rose,4.66
985,Sepideh,16.9
986,Zahra,14.32
987,Samira,14.27
988,Fariba,15.22
989,Amir,12.38
990,Golnaz,10.47
991,Elham,12.07
992,Mehdi,7.38
993,Goli,15.95
994,Amir,5.68
995,Vanda,19.81
996,Oscar,19.35
997,Mahdi,17.99
998,Elnaz,15.59
999,Dariush,6.27
1000,Ehsan,2.2
1001,Mehdi,13.23
1002,Behnam,4.19
1003,Ehsan,8.19
1004,Negin,3.59
1005,Mohsen,6.69
1006,Ehsan,16.11
1007,Parvin,4.66
1008,Azadeh,14.92
1009,Helen,5.73
1010,Azadeh,5.99
1011,Paul,8.32
1012,Jack,1.04
1013,Navid,11.28
1014,Mehrdad,9.54
1015,Simin,8.06
1016,Ramin,12.38
1017,Nasim,17.33
1018,Masoud,13.08
1019,David,10.91
1020,Jack,10.04
1021,Kiana,6.93
1022,Dorsa,7.6
1023,Ramin,0.96
1024,Navid,13.47
1025,Jack,13.1
1026,Arman,3.82
1027,Masoud,0.33
1028,Liam,9.15
1029,Younes,17.12
1030,Helen,0.12
1031,Leila,0.79
1032,Vanda,9.24
1033,Mojtaba,18.32
1034,Zahra,10.03
1035,Bahram,10.92
1036,Parvin,14.34
1037,Fatemeh,10.21
1038,Shayan,16.59
1039,Vanda,9.53
1040,Nina,3.26
1041,Elaheh,15.5
1042,Elaheh,2.68
1043,Milad,14.75
1044,Mandana,7.4
1045,Azadeh,10.29
1046,Soraya,5.56
1047,Taraneh,12.31
1048,Alireza,14.59
1049,Yalda,14.82
1050,Roya,14.38
1051,Shervin,5.19
1052,Fereshteh,2.32
1053,Shahrzad,0.4
1054,Farzaneh,9.74
1055,Fatemeh,0.61
1056,Roya,13.14
1057,Hassan,4.98
1058,Setareh,9.8
1059,Alireza,13.16
1060,Bahareh,2.47
1061,Neda,18.28
1062,Farhad,8.59
1063,David,18.39
1064,Kate,1.2
1065,Farhad,3.98
1066,Masoud,18.73
1067,Mahdi,7.34
1068,Alice,5.72
1069,Nader,15.31
1070,Paul,0.16
1071,Leila,5.52
1072,Siavash,14.04
1073,Samira,7.44
1074,Hamid,3.87
1075,Grace,0.03
1076,Bob,3.38
1077,Mona,3.51
1078,Mandana,15.94
1079,Ehsan,16.24
1080,Pegah,9.5
1081,Fariba,3.47
1082,Simin,15.28
1083,Quinn,4.86
1084,Atiyeh,3.72
1085,Ramin,17.19
1086,Narges,6.19
1087,Ehsan,14.57
1088,Navid,6.62
1089,Setareh,2.49
1090,Shahram,5.24
1091,Dorsa,0.83
1092,Vanda,13.84
1093,Shervin,8.05
1094,Kiana,8.36
1095,Mehrdad,5.93
1096,Samira,10.63
1097,Nasim,12.86
1098,Leila,2.61
1099,Pouya,1.94
1100,Ghazal,7.41
1101,Farzaneh,6.79
1102,David,9.63
1103,Atiyeh,3.29
1104,Mahdi,10.7
1105,Rasoul,15.7
1106,Ivy,10.45
1107,Steve,14.24
1108,Vahid,3.44
1109,Keyvan,8.53
1110,Kiana,5.37
1111,Hamid,14.86
1112,Mojtaba,8.66
1113,Ali,11.29
1114,Keyvan,9.44
1115,Grace,16.7
1116,Niloufar,19.82
1117,Keyvan,6.78
1118,Shadi,16.84
1119,Mona,13.59
1120,Fereshteh,16.97
1121,Parvin,0.68
1122,Soraya,10.26
1123,Hossein,11.55
1124,Shabnam,19.71
1125,Kamran,3.97
1126,Narges,17.63
1127,Kaveh,2.86
1128,Sahar,1.09
1129,Hassan,18.94
1130,Kaveh,7.22
1131,Tina,11.45
1132,Siavash,10.57
1133,Reza,16.14
1134,Yasaman,18.02
1135,Alireza,13.83
1136,Ehsan,13.03
1137,Azar,8.37
1138,Elnaz,7.51
1139,Hamid,2.92
1140,Sina,17.31
1141,Fatemeh,7.67
1142,Paul,15.68
1143,Vahid,19.19
1144,Parvin,19.14
1145,Tina,19.75
1146,Setareh,7.65
1147,Liam,5.08
1148,Atiyeh,8.94
1149,Younes,5.43
1150,Vahid,19.2
1151,Sara,9.71
1152,Hassan,7.02
1153,Dariush,5.08
1154,Mina,12.05
1155,Babak,6.92
1156,Hamid,6.49
1157,Mandana,3.75
1158,Behzad,6.28
1159,Nasrin,18.66
1160,Mandana,16.22
1161,Atiyeh,0.68
1162,Farhad,3.62
1163,Mona,6.48
1164,Shahram,6.89
1165,Mojtaba,6.35
1166,Mina,16.88
1167,Farhad,13.16
1168,Shahab,15.72
1169,Younes,2.37
1170,Farshid,19.93
1171,Farzaneh,13.41
1172,Bob,9.44
1173,Azar,9.65
1174,Masoud,2.21
1175,Quinn,7.64
1176,Anahita,9.0
1177,Parsa,5.86
1178,Grace,13.7
1179,Eva,12.51
1180,Alice,10.02
1181,Steve,2.96
1182,Eva,14.64
1183,Fariba,6.98
1184,Arash,9.64
1185,Shadi,6.21
1186,Farhad,0.06
1187,Mona,3.22
1188,Taraneh,0.0
1189,Oscar,14.07
1190,Shadi,9.85
1191,Mohammad,10.78
1192,Alireza,18.58
1193,Leila,0.62
1194,Masoud,6.59
1195,Mina,11.24
1196,Hamid,9.22
1197,Eva,19.4
1198,Fereshte,9.94
1199,Kiana,2.18
1200,Ali,14.57
1201,Neda,19.65
1202,Azadeh,1.5
1203,Ghazal,11.25
1204,Nader,3.74
1205,Vahid,7.76
1206,Masoud,12.69
1207,Golnaz,19.05
1208,Bahareh,13.1
1209,Elham,14.14
1210,Sepideh,19.39
1211,Hossein,14.37
1212,Eva,0.99
1213,Bahram,18.4
1214,Pouya,15.08
1215,Fereshte,9.99
1216,Quinn,12.21
1217,Nasrin,0.53
1218,Fereshte,15.91
1219,Keyvan,1.6
1220,Alice,17.96
1221,Taraneh,4.97
1222,Kamran,0.6
1223,Yasaman,13.82
1224,Roya,5.35
1225,Anahita,6.02
1226,Sepideh,6.83
1227,Tina,17.93
1228,Mahdi,3.36
1229,Sina,16.0
1230,Jack,5.34
1231,Kamran,2.15
1232,Afshin,7.38
1233,Tina,7.17
1234,Yasaman,15.1
1235,Sahar,17.19
1236,Behnam,17.79
1237,Shervin,14.09
1238,Dorsa,13.53
1239,Negar,15.82
1240,Anahita,2.02
1241,Charlie,7.08
1242,Neda,17.21
1243,Elnaz,6.72
1244,Bob,8.0
1245,Soraya,13.41
1246,Ivy,10.09
1247,Paul,12.38
1248,Shervin,13.33
1249,Kate,16.02
1250,Kiana,14.66
1251,Narges,14.4
1252,Behzad,1.77
1253,Niloufar,2.75
1254,Oscar,11.76
