id,name,grade
141,Mohsen,12.81
142,Bahram,0.62
143,Ramin,14.82
144,Vahid,6.91
145,Roya,17.79
146,Atiyeh,6.54
147,Pouneh,10.58
148,Helen,2.46
149,Shahram,14.71
150,Setareh,6.16
151,Mohsen,16.65
152,Golnaz,2.83
153,Kiana,18.14
154,Roya,2.85
155,Ivy,4.71
156,Farshid,2.69
157,Ali,14.79
158,Ehsan,1.56
159,Sahar,6.49
160,Rose,16.35
161,Kamran,5.7
162,Sara,15.7
163,Ehsan,15.34
164,Siavash,6.45
165,Niloufar,17.01
166,Elnaz,3.18
167,Nasim,13.25
168,Homa,3.89
169,Yalda,12.63
170,Bob,0.34
171,Setareh,4.35
172,Nasim,14.9
173,Neda,18.78
174,Behnam,11.53
175,Ladan,1.78
176,Javad,18.55
177,Eva,8.99
178,Simin,9.39
179,Mojtaba,13.32
180,Parsa,0.86
181,Taraneh,3.35
182,Neda,13.68
183,David,16.4
184,Nina,4.74
185,Masoud,0.44
186,Sohrab,11.87
187,Arash,3.1
188,Ali,8.65
189,Mehrdad,3.89
190,Nasim,14.88
191,Shadi,3.9
192,Helen,14.34
193,Negin,7.41
194,Mona,7.64
195,Farzaneh,6.93
196,Anahita,3.18
197,Mojtaba,1.01
198,Hossein,16.94
199,Reza,19.04
200,Siavash,11.78
201,Elham,9.42
202,Golnaz,15.44
203,Arash,19.79
204,Negin,12.51
205,Ehsan,3.59
206,Frank,15.45
207,Yasaman,17.32
208,Quinn,4.75
209,Kaveh,1.96
210,Azar,3.09
211,Ivy,8.82
212,Atiyeh,14.96
213,Younes,14.95
214,Alice,2.27
215,Kiana,17.27
216,Nasrin,9.06
217,Eva,9.01
218,Zahra,11.57
219,Ladan,11.55
220,Hassan,15.82
221,Keyvan,2.75
222,Ramin,13.11
223,David,15.89
224,Shahram,3.45
225,Milad,0.49
226,Arash,3.24
227,Nasrin,11.17
228,Fereshte,9.43
229,Younes,19.71
230,Leila,2.08
231,Nader,2.31
232,Nasrin,10.06
233,Kamran,9.62
234,Tina,4.55
235,Paul,6.27
236,Rose,4.44
237,Eva,19.67
238,Shiva,10.4
239,Arash,3.62
240,Farshid,3.36
241,Nasim,14.69
242,Javad,6.23
243,Yalda,11.62
244,Leila,16.47
245,Maryam,5.95
246,Mehrdad,7.67
247,Jack,3.86
248,Steve,11.64
249,Reza,9.9
250,Oscar,14.45
251,Amir,15.15
252,Mehdi,19.09
253,Hassan,2.43
254,Afshin,18.08
255,Jack,18.9
256,Nasrin,17.61
257,Grace,16.94
258,Sina,4.4
259,Alice,2.06
260,Behnam,12.48
261,Sohrab,17.39
262,Tina,1.68
263,Fariba,7.37
264,Babak,13.99
265,Milad,0.83
266,Vanda,15.87
267,Fereshteh,4.29
268,Negar,17.87
269,Azadeh,19.41
270,Kate,3.49
271,Nasrin,4.36
272,Shiva,15.54
273,Milad,9.97
274,Sina,12.4
275,Shirin,13.43
276,Pouneh,6.38
277,Ramin,0.24
278,Elnaz,15.87
279,Shahab,14.87
280,Oscar,9.15
281,Taraneh,17.96
282,Mina,9.31
283,Tina,9.64
284,Yalda,10.08
285,Fereshteh,6.13
286,Mina,15.59
287,Kate,6.9
288,Arash,15.05
289,Bob,7.63
290,Siavash,3.18
291,Charlie,18.87
292,Kaveh,19.17
293,Dariush,20.0
294,Hassan,10.33
295,Mandana,13.73
296,Sohrab,11.71
297,Shahab,17.11
298,Javad,16.63
299,Kamran,19.54
300,Liam,4.92
301,Charlie,7.35
302,Negin,5.41
303,Ziba,14.29
304,Katayoun,13.03
305,Roya,14.63
306,Ramin,13.41
307,Shervin,17.67
308,Ehsan,8.38
309,Sara,7.12
310,Bob,1.53
311,Vanda,0.03
312,Alireza,12.57
313,Frank,14.85
314,Anahita,6.27
315,Mehrdad,16.3
316,Younes,3.04
317,Farzaneh,0.78
318,Mohsen,14.46
319,Sara,5.91
320,Mina,10.14
321,Mina,11.62
322,Navid,7.25
323,Morteza,18.29
324,Mohsen,7.33
325,Alice,10.84
326,Morteza,0.3
327,Paul,0.37
328,Mona,4.34
329,Mina,14.0
330,Mahdi,10.87
331,Mojtaba,9.22
332,Afshin,5.2
333,Siavash,15.89
334,Mandana,9.61
335,Arman,5.92
336,Roya,10.56
337,Pouya,19.68
338,Elaheh,7.48
339,Golnaz,11.16
340,Atiyeh,3.72
341,Mahdi,1.43
342,Homa,5.21
343,David,6.23
344,Behzad,5.22
345,Roya,13.47
346,Mohammad,6.29
347,Narges,17.13
348,Sohrab,6.14
349,Jack,18.08
350,Negin,16.13
351,Mona,7.51
352,Navid,1.92
353,Farshid,17.63
354,Bahareh,11.1
355,Nina,10.79
356,Shabnam,12.26
357,Amir,5.07
358,Ladan,15.04
359,Ziba,19.22
360,Ivy,9.4
361,Paul,3.84
362,Simin,4.83
363,Yasaman,7.61
364,Azadeh,8.74
365,Tina,14.35
366,Alireza,16.02
367,Keyvan,2.4
368,Anahita,7.49
369,Shirin,7.38
370,Kate,10.37
371,Mojtaba,7.28
372,Afshin,19.78
373,Nasim,10.64
374,Setareh,15.31
375,Simin,6.94
376,Goli,1.24
377,Shayan,3.52
378,Soraya,0.96
379,Azadeh,3.63
380,Parsa,0.84
381,Steve,11.24
382,Paul,14.09
383,Steve,3.46
384,Babak,16.45
385,Dorsa,18.7
386,Hassan,10.43
387,Shervin,11.47
388,Sina,13.12
389,Babak,14.01
390,Dariush,16.26
391,Roya,15.04
392,Ivy,7.16
393,Sohrab,9.04
394,Shayan,3.38
395,Shabnam,5.17
396,Arash,19.02
397,Alice,12.73
398,Mehrdad,6.24
399,Fariba,0.36
400,Tina,2.08
401,Kaveh,7.39
402,Arman,8.6
403,Mehrdad,19.59
404,Ramin,16.58
405,Arash,5.14
406,Pegah,13.77
407,Shahrzad,19.22
408,Milad,18.16
409,Vanda,3.54
410,Behnam,18.41
411,Oscar,5.06
412,Fatemeh,0.03
413,Niloufar,7.61
414,David,2.5
415,Taraneh,19.67
416,Tina,17.83
417,Sina,3.92
418,Farzaneh,6.74
419,Amir,4.7
420,Tina,6.18
421,Yasaman,19.22
422,Pegah,16.91
423,Tina,17.4
424,Samira,3.91
425,Fereshte,7.15
426,Farhad,10.36
427,Shahrzad,17.2
428,Pouneh,18.31
429,Farhad,5.65
430,Pouneh,19.74
431,Elham,17.22
432,Javad,12.8
433,Shabnam,15.25
434,Parvin,3.66
435,Sina,19.45
436,Shahram,16.25
437,Mina,13.47
438,Homa,0.94
439,Azadeh,17.93
440,Shahram,3.08
441,Atiyeh,2.64
442,Tina,1.43
443,Eva,4.72
444,Sahar,1.02
445,Nina,5.19
446,Azadeh,7.12
447,Kamran,12.92
448,Paul,10.5
449,Farhad,6.32
450,Shahab,0.19
451,Shirin,19.99
452,Mona,7.52
453,Navid,6.28
454,Paul,15.17
455,Nader,16.65
456,Maryam,6.93
457,Bahareh,13.77
458,Parvin,6.14
459,Parvin,4.91
460,Morteza,16.86
461,Siavash,10.65
462,Keyvan,9.45
463,Farshid,3.48
464,Fatemeh,10.83
465,Kaveh,15.93
466,Behnam,18.14
467,Golnaz,12.31
468,Babak,13.84
469,Oscar,16.68
470,Golnaz,14.51
471,Hassan,4.09
472,Jack,18.5
473,Homa,10.42
474,Mahdi,8.33
475,Nader,19.49
476,Amir,14.94
477,Hamid,5.7
478,Simin,7.95
479,Bob,13.67
480,Narges,2.1
481,Nasim,12.48
482,Maryam,7.3
483,Niloufar,9.24
484,Nader,3.96
485,Leila,14.43
486,Helen,6.54
487,Niloufar,9.39
488,Setareh,7.39
489,Elnaz,14.93
490,Sohrab,1.57
491,Niloufar,14.74
492,Kaveh,14.66
493,Afshin,13.01
494,Quinn,17.05
495,Ghazal,6.0
496,Bahram,8.11
497,Mina,4.05
498,Frank,8.37
499,Shervin,18.38
500,Pouneh,8.29
501,Frank,15.92
502,Samira,14.01
503,Goli,9.34
504,Yasaman,12.5
505,Paul,19.2
506,Oscar,16.73
507,Shirin,18.8
508,Pouneh,7.99
509,Nasim,2.09
510,Jack,5.34
511,Roya,0.12
512,Nasrin,10.56
513,Kiana,14.86
514,Morteza,8.12
515,Mehrdad,3.22
516,Mina,7.07
517,Bob,19.61
518,Negar,18.87
519,Kiana,17.2
520,Anahita,2.8
521,Simin,6.41
522,Grace,5.64
523,Shervin,12.83
524,Kamran,1.13
525,Helen,15.08
526,Grace,12.27
527,Reza,13.14
528,Soraya,2.72
529,Grace,13.81
530,Vahid,15.91
531,Paul,0.96
532,Shahab,2.51
533,Ziba,3.4
534,Taraneh,15.08
535,Ramin,1.42
536,Nina,7.75
537,Sara,17.61
538,Ladan,7.13
539,Golnaz,10.69
540,Nasim,3.01
541,Nasim,16.38
542,Katayoun,8.96
543,Roya,12.28
544,Charlie,8.52
545,Kaveh,14.04
546,Behzad,6.51
547,Mojtaba,8.86
548,Siavash,9.24
549,Mojtaba,17.42
550,Shervin,7.29
551,Nasim,17.81
552,Bob,0.34
553,Alireza,16.15
554,Amir,11.39
555,Shahrzad,5.55
556,Homa,19.57
557,Golnaz,10.83
558,Anahita,18.25
559,Setareh,6.06
560,Charlie,17.12
561,Mona,14.19
562,Afshin,5.66
563,Nader,8.41
564,Shahram,3.69
565,Mehdi,19.19
566,Golnaz,17.67
567,Bahareh,7.5
568,Mohammad,2.77
569,Homa,9.37
570,Yalda,7.57
571,Sina,7.62
572,Helen,7.27
573,Nasrin,3.19
574,Shayan,12.51
575,Helen,9.51
576,Reza,1.45
577,Ali,0.83
578,Reza,13.9
579,Farshid,8.05
580,Masoud,0.11
581,Siavash,13.58
582,Alireza,19.85
583,Farhad,9.68
584,Quinn,3.34
585,Dorsa,15.67
586,Frank,6.02
587,Javad,1.44
588,Ghazal,15.14
589,Bahareh,3.01
590,Mohsen,5.15
591,Arman,15.05
592,Mina,3.21
593,Mohammad,11.26
594,Negar,19.67
595,Kaveh,17.79
596,Grace,19.86
597,Elham,2.18
598,Nasim,1.82
599,Nina,2.14
600,Roya,9.41
601,Negar,8.78
602,Ziba,2.07
603,Azar,2.17
604,Ehsan,16.48
605,Sohrab,6.42
606,Leila,17.42
607,Reza,15.37
608,Milad,4.4
609,Javad,5.7
610,Oscar,6.54
611,Parsa,14.77
612,Shabnam,10.92
613,Arash,9.02
614,Shahram,2.12
615,Bob,12.29
616,Ehsan,2.64
617,Shabnam,7.09
618,Babak,6.0
619,Ramin,13.69
620,Taraneh,7.33
621,Reza,19.95
622,Amir,0.06
623,Shirin,9.5
624,Taraneh,10.53
625,Katayoun,14.88
626,Ehsan,3.72
627,Rose,7.31
628,Alireza,10.72
629,Neda,19.98
630,Mina,19.49
631,Maryam,2.18
632,Reza,19.6
633,Bahareh,4.78
634,Negar,18.47
635,Amir,7.27
636,Nina,11.79
637,Sahar,1.24
638,Fereshte,15.07
639,Fariba,18.92
640,Goli,10.74
641,Pouya,2.81
642,Fatemeh,8.42
643,Ivy,6.77
644,Ladan,15.45
645,Amir,5.36
646,Simin,4.09
647,Helen,0.36
648,Mehrdad,15.08
649,Samira,16.03
650,Hossein,13.16
651,Parsa,3.15
652,Yasaman,12.01
653,Sepideh,1.32
654,Parsa,0.16
655,Shirin,15.13
656,Shadi,5.53
657,Kaveh,7.81
658,Reza,15.97
659,Sepideh,8.45
660,Fatemeh,17.77
661,Simin,15.39
662,Simin,16.66
663,Negin,2.12
664,Vanda,17.46
665,Vanda,4.0
666,Sohrab,11.08
667,Javad,6.18
668,Shiva,1.06
669,Nader,13.15
670,Dariush,11.46
671,Alireza,18.92
672,Afshin,13.2
673,Zahra,3.72
674,Mona,1.39
675,Goli,17.31
676,Taraneh,12.22
677,Setareh,17.33
678,Ramin,19.25
679,Bob,12.42
680,Babak,19.97
681,Niloufar,19.05
682,Pegah,10.33
683,Sepideh,6.31
684,Negar,2.99
685,Shayan,15.58
686,Elham,1.28
687,Parvin,16.64
688,Javad,17.69
689,Elaheh,14.27
690,Siavash,11.52
691,Hossein,6.69
692,Hossein,4.55
693,Dariush,3.68
694,Ivy,13.8
695,Fereshteh,12.42
696,Farzaneh,16.17
697,Sina,5.34
698,Frank,14.55
699,Yalda,16.55
700,Hossein,9.95
701,Afshin,6.57
702,Yalda,5.8
703,David,12.75
704,Younes,8.98
705,Farshid,6.83
706,Tina,6.25
707,Soraya,18.42
708,Bahram,17.43
709,Pegah,12.67
710,Mehdi,3.02
711,Anahita,4.28
712,Yalda,18.08
713,Leila,9.96
714,Mandana,7.2
715,Rose,13.47
716,Mohsen,6.79
717,Ziba,10.24
718,Fariba,10.88
719,Morteza,14.89
720,Grace,13.5
721,Alireza,14.03
722,Afshin,11.81
723,Narges,15.97
724,Navid,7.75
725,Maryam,18.48
726,Leila,7.36
727,Mehrdad,7.3
728,Narges,19.11
729,Pegah,5.6
730,Navid,13.97
731,Shiva,19.09
732,Nasim,14.63
733,Arash,11.08
734,Mohsen,5.69
735,Farzaneh,10.37
736,Arash,10.99
737,Taraneh,9.62
738,Tina,1.89
739,Behnam,15.36
740,Rose,8.21
741,Niloufar,15.85
742,Mina,17.13
743,Mojtaba,7.0
744,Shiva,18.68
745,Ivy,10.51
746,Fatemeh,4.8
747,Nasim,15.27
748,David,15.66
749,Shayan,17.94
750,Rasoul,13.86
751,Bob,6.71
752,Bob,6.92
753,Farshid,2.38
754,Maryam,7.85
755,Elham,13.39
756,Ivy,7.01
757,Ramin,18.58
758,Roya,0.65
759,Dariush,18.15
760,Vanda,3.04
761,Kaveh,17.35
762,Quinn,9.34
763,Shahab,9.92
764,Yasaman,4.6
765,Shahab,17.45
766,Rose,0.13
767,Kaveh,7.67
768,Shervin,11.49
769,Javad,19.99
770,Eva,1.48
771,Grace,18.21
772,Alice,12.29
773,Katayoun,4.17
774,Anahita,0.13
775,Mahdi,11.87
776,Mona,12.28
777,Parvin,14.19
778,Quinn,3.55
779,Roya,7.31
780,Niloufar,7.59
781,Niloufar,10.3
782,Behnam,12.25
783,Ramin,9.74
784,Ghazal,11.83
785,Farshid,2.38
786,Kaveh,2.12
787,David,6.0
788,Helen,15.73
789,Morteza,18.21
790,Atiyeh,2.86
791,Mandana,6.56
792,Behzad,3.85
793,Rasoul,6.64
794,Arman,3.4
795,Javad,19.68
796,Farhad,9.65
797,Mohsen,10.52
798,Pouneh,12.9
799,Bob,14.6
800,Javad,15.01
801,Paul,6.09
802,Mona,18.91
803,Elaheh,0.67
804,Samira,16.66
805,Kate,5.69
806,Azadeh,2.09
807,Shirin,7.16
808,Hamid,8.13
809,Reza,17.69
810,Sara,6.86
811,Samira,14.65
812,Mohammad,16.53
813,Mehrdad,12.17
814,Mandana,9.85
815,Shadi,10.8
816,Shahram,4.91
817,Sohrab,1.89
818,Roya,9.44
819,Reza,16.55
820,Grace,15.53
821,Mohammad,7.31
822,Vahid,12.46
823,Soraya,18.73
824,Tina,9.77
825,Shahrzad,9.76
826,Yalda,10.49
827,Leila,19.59
828,Shirin,19.8
829,Farhad,12.21
830,Morteza,11.57
831,Sepideh,7.66
832,Shabnam,12.7
833,Farhad,9.39
834,Shiva,17.34
835,Yalda,11.29
836,Ladan,11.27
837,Homa,4.69
838,Sepideh,19.62
839,Ali,1.1
840,Nina,8.86
841,Ladan,1.33
842,Mojtaba,17.95
843,Charlie,4.99
844,Roya,0.72
845,Masoud,9.03
846,Atiyeh,14.44
847,Steve,15.59
848,Eva,5.51
849,Alice,18.44
850,Vanda,18.17
851,Sohrab,6.2
852,Steve,13.9
853,Sahar,16.09
854,Shervin,10.19
855,Bahram,4.2
856,Afshin,13.16
857,Niloufar,9.62
858,Ali,17.9
859,Grace,3.7
860,Kate,10.78
861,Katayoun,11.81
862,Reza,0.46
863,Yasaman,8.63
864,Shahram,11.27
865,Bahram,4.7
866,Azar,9.55
867,Simin,5.16
868,Bahareh,15.29
869,Ali,2.25
870,Ghazal,10.34
871,Nasrin,14.11
872,Simin,16.91
873,Mohammad,5.03
874,Parsa,17.49
875,Atiyeh,15.16
876,Katayoun,11.92
877,Dariush,15.78
878,Mona,1.36
879,Maryam,18.9
880,Yalda,13.27
881,Elham,12.9
882,Bahram,9.89
883,Nader,15.91
884,Younes,7.86
885,Mandana,12.63
886,Paul,2.14
887,Parvin,15.69
888,Kiana,10.45
889,Ivy,9.66
890,Shahab,5.98
891,Atiyeh,0.07
892,Siavash,11.36
893,Shadi,8.1
894,Taraneh,16.74
895,Ziba,1.5
896,Mona,14.78
897,Hamid,9.72
898,Mona,4.39
899,Quinn,15.2
900,Zahra,16.88
901,Reza,9.51
902,Nasrin,4.24
903,Fereshte,5.0
904,Sahar,7.39
905,Arash,19.35
906,Bahareh,3.0
907,Pouya,4.4
908,Mojtaba,8.6
909,Vanda,11.46
910,Alireza,11.81
911,Fereshte,10.92
912,Elaheh,17.55
913,Narges,17.63
914,Jack,3.59
915,Ehsan,14.8
916,Afshin,2.58
917,Sina,13.65
918,Hossein,1.81
919,David,16.78
920,David,19.9
921,Hossein,8.36
922,Sohrab,15.36
923,Hassan,5.18
924,Mehdi,8.29
925,Steve,3.12
926,Yalda,16.32
927,Ehsan,15.94
928,Ladan,17.14
929,Shirin,14.79
930,Mahdi,19.55
931,Kiana,18.59
932,Parvin,4.35
933,Farhad,6.42
934,Grace,3.7
935,Bahram,15.8
936,Siavash,17.0
937,Maryam,10.98
938,Dariush,3.49
939,Navid,13.58
940,Farzaneh,7.19
941,Shervin,16.48
942,Sahar,8.32
943,Nasim,14.24
944,Steve,14.66
945,Hamid,0.2
946,Pouya,19.86
947,Anahita,3.69
948,Anahita,4.93
949,Mehdi,16.44
950,Yalda,11.12
951,Farzaneh,16.01
952,Shervin,9.58
953,Elaheh,1.25
954,Vanda,9.39
955,Afshin,18.12
956,Fereshteh,16.36
957,Sara,1.74
958,Negin,8.71
959,Parvin,10.11
960,Azadeh,9.95
961,Soraya,8.97
962,Negar,9.46
963,Mohammad,18.88
964,Zahra,1.19
965,Shervin,12.18
966,Mahdi,15.3
967,Bahram,15.75
968,Sina,9.77
969,Kate,9.63
970,Sepideh,3.49
971,Eva,14.8
972,Mohsen,9.05
973,Kamran,17.64
974,Behnam,4.45
975,Javad,2.83
976,Fereshteh,9.22
977,Mehrdad,18.08
978,Maryam,18.71
979,Steve,5.68
980,Afshin,1.84
981,Keyvan,2.97
982,Shahab,7.46
983,Shiva,10.24
984,Katayoun,9.81
985,Shervin,4.77
986,Elaheh,7.74
987,Shahram,3.88
988,Dorsa,4.12
989,Shirin,1.22
990,Bahram,6.62
991,Homa,8.86
992,Setareh,11.38
993,Negin,1.04
994,Taraneh,3.32
995,Shahram,18.99
996,Mahdi,18.09
997,Charlie,18.83
998,Ali,5.4
999,Elnaz,10.14
1000,Anahita,0.78
1001,Ghazal,15.28
1002,Katayoun,0.68
1003,Navid,15.83
1004,Jack,6.95
1005,Sina,17.08
1006,Fatemeh,18.53
1007,Steve,8.11
1008,Alice,1.96
1009,Homa,7.31
1010,Roya,6.33
1011,Neda,14.69
1012,Narges,6.36
1013,Rose,1.43
1014,Maryam,14.82
1015,Anahita,0.05
1016,Shahrzad,15.93
1017,Fatemeh,8.55
1018,Ziba,12.08
1019,Shayan,0.54
1020,Farshid,3.68
1021,Masoud,19.3
1022,Milad,13.77
1023,Vahid,10.89
1024,Rose,4.06
1025,Fariba,7.79
1026,Bahareh,16.49
1027,David,16.74
1028,Fatemeh,10.15
1029,Kate,13.86
1030,Bob,19.57
1031,Pegah,2.43
1032,Behzad,6.79
1033,Paul,0.02
1034,Grace,8.72
1035,Shirin,2.39
1036,Tina,0.38
1037,Mona,2.55
1038,Afshin,13.86
1039,Fereshteh,0.28
1040,Hossein,2.1
1041,Behzad,6.11
1042,Afshin,11.23
1043,Parvin,17.96
1044,Liam,17.45
1045,Shadi,19.67
1046,Rasoul,14.85
1047,Setareh,18.47
1048,Elaheh,14.02
1049,Shiva,17.73
1050,Amir,19.5
1051,Golnaz,13.41
1052,Farhad,18.93
1053,Dorsa,0.95
1054,Niloufar,3.66
1055,Vanda,7.52
1056,Mehdi,7.45
1057,Ehsan,17.24
1058,Samira,8.28
1059,Zahra,4.17
1060,Anahita,8.99
1061,Yasaman,10.01
1062,Bahram,17.25
1063,Farhad,0.61
1064,Shahab,14.32
1065,Ehsan,12.01
1066,Farhad,14.62
1067,Ali,9.76
1068,Quinn,5.21
1069,Mahdi,5.33
1070,Parvin,19.97
1071,Shahab,14.77
1072,Parsa,19.35
1073,Kaveh,19.05
1074,Niloufar,3.7
1075,Yasaman,9.04
1076,Mohsen,8.74
1077,Keyvan,10.16
1078,Yasaman,0.11
1079,Eva,2.7
1080,Sara,11.63
1081,Arman,5.12
1082,Mahdi,0.15
1083,Mona,13.83
1084,Mehrdad,3.35
1085,Setareh,1.03
1086,Amir,19.74
1087,Soraya,9.78
1088,Shadi,5.92
1089,Simin,16.82
1090,Bahram,15.34
1091,Ali,17.63
1092,Behnam,18.63
1093,Fereshteh,3.58
1094,Anahita,14.19
1095,Shayan,10.0
1096,Mahdi,4.68
1097,Rose,11.14
1098,Setareh,1.11
1099,Shahab,18.0
1100,Behnam,7.74
1101,Fariba,3.69
1102,Charlie,15.97
1103,Charlie,18.04
1104,Babak,12.78
1105,Bob,13.47
1106,Azadeh,14.78
1107,Nina,8.4
1108,Mohsen,7.86
1109,Fariba,18.1
1110,Azar,13.84
1111,Nasim,15.25
1112,Vahid,6.44
1113,Ehsan,18.44
1114,Behzad,4.12
1115,Rasoul,1.65
1116,Pouya,12.28
1117,Shervin,3.16
1118,Morteza,18.63
1119,Keyvan,6.15
1120,Pegah,17.53
1121,Vanda,13.4
1122,Kate,2.53
1123,Quinn,12.39
1124,Simin,6.8
1125,Ghazal,2.01
1126,Keyvan,8.47
1127,Arman,4.44
1128,Charlie,5.36
1129,Fatemeh,13.78
1130,Golnaz,13.87
1131,Mandana,18.58
1132,Oscar,5.11
1133,Grace,5.16
1134,Mina,4.67
1135,Ramin,3.03
1136,Hassan,19.71
1137,Setareh,8.75
1138,Ehsan,19.53
1139,Nader,9.02
1140,Vanda,11.71
1141,Charlie,12.68
1142,Hassan,0.05
1143,Mona,4.49
1144,Farshid,2.71
1145,Setareh,1.99
1146,Mehdi,7.29
1147,Kaveh,17.4
1148,Yasaman,17.42
1149,Mina,17.28
1150,Ramin,5.05
1151,Shiva,8.06
1152,Nader,10.71
1153,Masoud,12.73
1154,Shadi,4.81
1155,Hassan,15.01
1156,Simin,13.05
1157,Jack,10.5
1158,Eva,11.52
1159,Zahra,14.66
1160,Masoud,14.58
1161,Shiva,5.26
1162,Yasaman,0.59
1163,Quinn,6.63
1164,Siavash,4.81
1165,Mojtaba,8.0
1166,Neda,16.72
1167,Elham,15.98
1168,Sara,16.44
1169,Mohsen,9.34
1170,Reza,5.35
1171,Charlie,13.33
1172,Sepideh,17.07
1173,Goli,16.81
1174,Narges,12.02
1175,Rasoul,17.51
1176,Mehdi,8.62
1177,Helen,8.43
1178,Goli,1.54
1179,Ladan,2.74
1180,Mohsen,9.71
1181,Grace,9.43
1182,Sina,2.82
1183,Taraneh,9.61
1184,Shayan,1.71
1185,Bob,18.73
1186,Dariush,1.26
1187,Fatemeh,12.06
1188,Roya,11.0
1189,David,8.74
1190,Yalda,2.19
1191,Elnaz,4.05
1192,Kate,4.57
1193,Sepideh,5.25
1194,Sahar,1.15
1195,Shahrzad,19.88
1196,Mahdi,15.56
1197,Hassan,6.92
1198,Hossein,16.12
1199,Hamid,11.09
1200,Ghazal,11.53
1201,Liam,12.95
1202,Ramin,10.78
1203,Katayoun,3.22
1204,Niloufar,11.6
1205,Nasrin,12.56
1206,Mona,11.45
1207,Shirin,7.93
1208,Rasoul,8.26
1209,Hassan,8.42
1210,Shabnam,6.93
1211,Kate,3.46
1212,Pouya,14.91
1213,Quinn,1.41
1214,Mojtaba,9.85
1215,Azadeh,5.06
1216,Sepideh,7.9
1217,Nina,2.48
1218,Fereshteh,18.57
1219,David,17.9
1220,Hossein,11.78
1221,Paul,18.53
1222,Maryam,1.94
1223,Paul,11.74
1224,Navid,6.63
1225,Quinn,16.14
1226,Mohammad,4.02
1227,Jack,13.85
1228,Eva,0.61
1229,Mehdi,2.54
1230,Ladan,14.28
1231,Rose,9.14
1232,Elham,7.56
1233,Kate,7.38
1234,Paul,18.68
1235,Shadi,11.66
1236,Anahita,16.39
1237,Hossein,0.14
1238,Bahram,4.7
1239,Narges,3.21
1240,Farhad,6.71
1241,Kate,7.13
1242,Azar,6.84
1243,Negin,18.45
1244,Oscar,19.76
1245,Sohrab,11.34
1246,Shervin,18.15
1247,Frank,8.03
1248,Frank,9.42
1249,Pouneh,9.26
1250,Mahdi,18.97
1251,Shayan,7.43
1252,Navid,10.51
1253,Hossein,8.57
1254,Arman,7.7
1255,Alice,2.17
1256,Kate,15.34
